447
40
92
391,351
306,400
145,253
173,97
388,127
135,229
172,305
60,8
152,23
33,69
231,113
228,205
145,260
270,76
422,433
399,418
144,308
433,113
407,171
174,16
99,338
152,298
320,144
372,415
347,249
34,59
30,303
237,343
262,291
8,126
89,370
234,101
443,353
70,154
108,148
137,147
90,270
438,8
264,317
96,409
288,383
37,371
351,233
63,102
316,149
391,371
368,329
69,189
393,111
117,64
357,442
46,166
392,22
274,95
364,124
84,393
224,114
302,433
215,266
126,250
426,147
408,265
169,91
54,117
417,259
299,342
34,231
121,70
368,395
274,292
446,210
195,429
2,109
273,441
204,138
355,383
212,344
125,258
344,403
327,68
225,315
364,74
323,209
386,84
205,405
445,164
19,41
144,224
37,70
317,25
192,318
367,194
209,66
270,278
270,205
5,299
446,198
196,231
316,11
77,94
316,164
241,247
135,368
62,81
190,229
140,65
206,171
377,349
30,389
286,31
326,30
159,51
88,124
48,66
54,384
48,301
372,269
250,336
20,95
286,221
292,237
364,172
160,220
51,202
102,291
146,68
224,312
287,40
249,69
58,14
282,378
414,351
162,14
87,245
372,194
192,102
415,60
128,28
182,378
81,103
415,270
144,295
415,198
146,132
330,19
276,204
198,296
13,372
148,205
290,47
226,3
287,209
248,195
292,151
376,111
209,138
400,203
56,405
117,259
345,432
312,313
131,310
77,359
350,224
393,225
39,196
288,350
230,205
173,368
165,187
326,78
344,149
