1330
96
183
132,534
833,1059
1045,57
857,349
244,196
1284,1102
276,709
19,751
854,1107
911,880
962,634
876,559
1031,624
293,451
1149,1101
275,936
608,478
1279,421
740,250
915,669
524,445
374,85
237,930
357,642
807,789
309,251
1031,966
545,516
596,1095
1315,172
1308,274
255,322
1184,789
1276,602
85,564
923,608
297,136
763,966
1205,623
1312,462
482,1201
1122,1159
28,747
590,1140
99,1271
745,1123
246,502
641,775
867,354
236,863
512,160
77,510
1060,725
714,620
303,676
902,1046
188,1073
608,383
571,1019
977,502
840,207
112,440
603,307
1128,70
1316,508
765,1008
603,773
1246,1263
257,531
885,873
571,153
1085,1105
731,177
763,817
1043,1002
780,11
1079,33
148,285
638,18
440,176
1030,482
335,535
840,658
966,117
611,2
1257,599
1275,402
875,797
445,598
876,513
449,71
308,801
363,32
905,314
647,911
701,427
81,890
1023,1302
1135,355
291,581
1134,72
1004,119
1280,1091
930,97
383,210
544,453
1319,754
483,416
168,816
47,852
546,610
1096,313
695,421
566,985
915,40
301,1248
263,789
161,883
423,848
868,969
43,148
1091,491
171,1060
18,29
653,476
588,864
345,168
183,1289
1131,967
981,852
1059,6
709,1065
646,111
657,1076
1290,738
1250,726
710,380
580,1048
496,255
332,1159
1280,990
325,887
263,1254
706,354
1180,118
1101,945
653,444
1261,771
1148,70
316,487
104,119
482,242
371,401
1264,1024
818,366
690,592
80,619
1269,936
448,1178
1295,1192
47,385
984,1032
1233,36
449,1004
1226,579
440,1291
210,222
576,803
627,1309
1232,813
933,910
693,1171
305,1
555,866
706,1276
930,8
863,1129
802,952
441,365
556,1205
203,158
751,358
789,193
905,1281
1298,415
889,672
408,385
1098,1248
53,204
1061,914
416,472
139,1146
1101,96
1106,398
1135,328
149,1220
901,238
944,1285
760,1090
613,407
229,241
791,496
1012,1226
239,568
539,54
549,37
887,655
526,1312
302,721
707,482
707,279
1002,321
1326,1041
148,670
247,530
21,1008
923,373
1258,221
23,763
982,992
1254,1179
776,315
1117,578
376,840
937,74
194,1290
421,606
214,301
655,565
182,447
421,933
203,996
970,357
227,367
1283,587
208,347
535,855
596,323
1015,342
1266,1059
864,1045
972,1158
188,350
796,1088
749,376
53,303
31,446
572,938
268,473
718,1051
227,60
1218,968
178,853
717,570
271,1014
963,175
365,680
812,827
329,178
30,572
501,91
260,89
954,1028
914,404
571,1142
753,750
424,657
700,370
363,849
449,1168
574,707
61,381
435,1054
343,178
1300,899
883,150
785,799
1044,785
425,802
706,1019
895,837
469,656
274,484
888,36
927,290
518,892
1180,55
1291,423
1247,832
681,220
75,973
673,18
566,269
469,781
1028,1124
165,525
1181,1285
889,766
33,1193
25,163
974,949
1119,482
485,1023
914,801
1088,163
679,733
53,583
79,232
987,1159
1161,21
505,326
73,674
6,355
665,534
1180,75
465,759
427,421
375,136
1121,60
1098,998
241,460
739,518
78,469
1228,963
471,394
83,80
898,574
869,742
685,231
230,294
147,384
828,419
296,683
1067,198
522,1285
719,322
518,740
17,1059
761,985
43,1066
1247,1069
215,1282
601,611
168,64
1325,998
589,1242
356,1008
1131,1171
374,1314
601,175
965,978
635,679
807,966
520,609
153,144
288,840
370,406
506,1301
867,991
236,369
205,715
952,139
1136,168
1326,1214
442,1149
717,744
1284,594
1297,771
404,98
770,202
902,722
31,149
81,280
1132,388
459,1252
