214
60
107
144,159
143,76
93,128
177,205
26,117
199,127
86,30
109,81
107,2
14,140
64,160
14,36
29,171
159,181
35,180
167,110
86,165
179,73
51,17
180,199
85,158
97,30
160,115
159,209
200,91
28,1
66,188
160,180
59,144
77,178
49,52
169,95
37,21
55,201
77,41
33,96
76,159
203,3
148,34
167,1
107,3
99,67
67,213
143,89
57,25
50,23
212,17
149,68
160,213
172,133
184,187
132,83
17,56
0,209
149,204
54,7
69,186
56,49
154,153
155,81
73,198
12,2
125,102
195,123
146,106
98,90
114,34
179,21
87,44
98,71
15,33
190,1
92,11
68,205
199,195
89,61
173,17
18,117
108,56
90,138
126,177
47,184
150,90
167,66
87,179
39,35
191,193
137,23
32,3
190,23
90,100
74,105
126,154
63,42
199,17
27,80
119,151
138,134
166,119
160,82
103,61
97,14
59,69
96,37
78,186
43,190
171,75
119,17
13,80
150,131
34,166
134,50
20,86
88,69
213,25
123,125
97,70
142,106
66,157
133,72
83,160
49,189
200,77
199,21
34,15
141,183
82,93
98,2
51,183
9,118
134,49
163,49
36,205
95,86
79,157
91,20
26,37
144,63
39,94
43,163
72,10
183,80
131,107
25,182
118,103
118,91
116,43
90,130
133,79
201,18
31,202
42,70
106,168
166,62
197,64
16,81
194,211
109,1
35,34
113,143
135,4
93,0
154,204
89,118
99,31
60,157
127,13
84,211
157,10
120,111
203,51
179,144
166,144
98,213
25,131
63,27
46,183
62,60
201,54
47,187
71,125
28,68
175,51
166,146
12,197
122,107
132,125
125,188
112,184
112,201
82,0
78,45
199,147
183,113
213,153
37,75
207,79
16,37
33,10
146,33
112,9
167,113
200,128
99,83
136,192
151,27
158,140
90,177
101,18
130,20
129,88
184,180
167,65
168,94
195,112
202,13
26,37
200,124
34,89
128,120
157,83
65,29
20,165
25,130
130,158
189,14
38,208
