1193
31
787
578,172
332,263
1047,598
522,565
552,817
390,517
41,75
1186,576
83,1118
96,57
1120,996
267,986
1130,248
140,940
68,1056
227,473
613,932
849,518
1108,639
572,1
497,504
789,549
1034,457
907,1186
103,292
445,515
1154,550
1112,20
890,319
683,430
987,79
1046,959
910,996
245,304
399,836
390,321
474,1067
777,1064
1068,1147
959,899
833,1121
889,282
315,1007
396,718
1047,487
356,578
117,729
696,606
480,950
339,792
1122,811
114,255
936,605
687,746
1160,159
834,486
210,775
1088,610
1186,178
111,604
446,459
33,58
556,497
86,369
460,646
1125,391
1125,464
378,570
1053,504
779,702
446,689
463,875
129,236
482,433
302,834
485,392
1043,968
424,89
1041,209
142,983
370,718
898,738
132,411
314,1002
733,784
585,942
1072,1089
5,1060
1020,208
478,602
751,1122
129,913
738,332
344,482
15,728
31,1079
744,1102
737,397
21,1036
1158,184
879,603
131,732
24,154
534,1173
501,879
184,62
796,1070
1003,626
820,1055
522,1089
854,1178
804,981
760,685
1113,712
707,932
702,1130
1118,820
707,747
594,148
268,898
1062,634
304,663
927,908
1008,390
106,605
506,381
584,144
463,567
142,954
230,1012
218,229
237,772
445,928
419,835
102,190
778,356
674,1090
267,1061
910,111
1094,731
431,625
326,281
368,510
1054,466
1066,255
242,684
1184,927
290,947
887,1145
1106,501
741,263
696,736
12,84
192,1041
821,851
1146,678
762,562
1083,366
651,821
586,454
1101,412
141,169
111,508
97,502
1133,195
814,198
1036,56
696,576
220,125
676,255
341,355
1138,646
812,448
816,316
603,796
1161,1179
864,216
857,17
777,318
578,312
57,477
344,133
808,1019
321,458
978,637
193,990
422,1030
601,923
106,870
710,251
643,1179
664,1190
65,648
69,192
760,538
1068,1083
842,705
940,674
301,1051
909,662
251,517
1096,236
593,991
7,433
115,785
461,707
784,12
1068,182
487,79
574,214
374,266
1,224
232,524
218,115
1092,588
733,283
10,1015
1043,749
171,1115
579,249
412,843
712,545
244,113
261,348
55,1173
276,3
351,296
684,789
298,1029
77,1122
925,1049
1108,192
45,562
315,865
1132,337
871,810
295,1081
94,859
1053,282
522,1110
238,280
995,702
1120,67
550,1053
133,1157
925,717
988,248
300,537
506,330
593,1131
254,67
275,919
257,457
785,517
324,690
266,544
107,1086
569,1084
1051,426
988,676
1136,1027
123,898
1181,937
154,862
1013,213
1093,450
883,732
1112,676
472,464
105,83
191,564
1129,951
280,985
304,930
686,163
862,717
949,913
725,151
1072,734
396,287
1157,691
905,204
435,1009
642,451
1141,601
1159,1095
511,177
993,235
79,824
1001,959
354,24
624,1092
398,1169
836,439
983,302
1160,376
1027,70
1162,1026
319,1001
69,515
1018,458
614,472
905,566
288,599
949,156
142,192
1190,1041
1169,284
524,166
880,454
642,26
310,37
484,1067
131,779
742,645
1105,895
638,1143
816,91
237,854
321,956
1182,150
195,755
831,821
110,462
250,1008
531,640
551,250
819,855
560,800
1158,566
521,313
259,19
446,953
633,163
96,1093
651,988
428,797
5,71
324,1092
321,413
1056,548
846,1051
352,1057
868,979
1085,649
807,1099
753,971
277,942
709,140
262,1061
885,280
875,965
1179,290
378,1128
1117,370
807,799
329,898
392,86
1020,839
745,401
598,523
1178,272
32,237
169,901
310,832
400,325
1072,169
270,474
1059,17
92,773
1017,426
882,838
950,1149
930,287
426,401
470,430
1008,946
572,819
1145,28
719,1162
885,73
964,518
225,1165
508,146
1146,314
123,568
244,571
61,1073
814,995
229,897
932,283
407,237
840,565
128,71
956,872
742,886
471,572
261,395
219,842
2,758
341,1184
1086,372
516,663
299,1035
641,230
1180,595
68,621
804,982
1181,922
1117,1056
1056,773
376,1139
386,100
911,971
181,1082
996,765
